rep,bench,arm,ns_per_op,err,probe_off,probe_on
4,WalletCreateTxUseOnlyPresetInputs,null,550890.28,0.1,0.2177,0.8690
4,WalletCreateTxUsePresetInputsAndCoinSelection,null,15687333.33,0.6,0.2177,0.8690
4,CoinSelection,always,3587087.50,0.2,0.2177,0.8690
4,ComplexMemPool,always,35519583.00,1.2,0.2177,0.8690
4,ConnectBlockAllEcdsa,always,26716104.50,0.1,0.2177,0.8690
4,SignTransactionECDSA,always,64056.96,0.1,0.2177,0.8690
4,SignTransactionSchnorr,always,43097.54,0.1,0.2177,0.8690
4,TxGraphTrim,always,10180625.00,0.0,0.2177,0.8690
4,WalletAvailableCoins,always,25653666.50,0.0,0.2177,0.8690
4,WalletCreateTxUseOnlyPresetInputs,always,608603.91,0.1,0.2177,0.8690
4,WalletCreateTxUsePresetInputsAndCoinSelection,always,15896055.67,0.5,0.2177,0.8690
4,CoinSelection,pass_hoist,3107929.10,0.2,0.2177,0.8690
4,ComplexMemPool,pass_hoist,35071417.00,2.3,0.2177,0.8690
4,ConnectBlockAllEcdsa,pass_hoist,40685208.00,0.3,0.2177,0.8690
4,SignTransactionECDSA,pass_hoist,81653.24,0.1,0.2177,0.8690
4,SignTransactionSchnorr,pass_hoist,61822.80,0.1,0.2177,0.8690
4,TxGraphTrim,pass_hoist,9429625.00,0.0,0.2177,0.8690
