row,family,size,cycles_A,instrs_A,ditwrites_A,cycles_C,instrs_C,ditwrites_C,cycles_B,instrs_B,ditwrites_B,cycles_H,instrs_H,ditwrites_H,cycles_Be,instrs_Be,ditwrites_Be,cycles_He,instrs_He,ditwrites_He
ML-KEM-1024 encaps,ML-KEM-1024 encaps,,143384.0000,337471.0000,,145936.0000,337471.0000,0.0000,145657.0000,337528.0000,4.0000,144062.0000,337443.0000,3.0000,143406.0000,337528.0000,4.0000,144075.0000,337443.0000,3.0000
ML-KEM-1024 keygen,ML-KEM-1024 keygen,,138043.0000,320090.0000,,139165.0000,320090.0000,0.0000,138778.0000,320166.0000,5.0000,139298.0000,320156.0000,4.0000,139155.0000,320166.0000,5.0000,139386.0000,320156.0000,4.0000
ML-KEM-512 decaps,ML-KEM-512 decaps,,68026.0000,158252.6667,,67717.3333,158252.6667,0.0000,67916.0000,158225.6667,2.0000,67813.3333,158220.6667,1.0000,67944.6667,158225.6667,2.0000,67944.0000,158220.6667,1.0000
ML-KEM-512 encaps,ML-KEM-512 encaps,,57077.6667,132955.6667,,56881.0000,132955.6667,0.0000,57314.3333,133012.6667,4.0000,57308.6667,132931.6667,3.0000,57239.0000,133012.6667,4.0000,57174.0000,132931.6667,3.0000
ML-KEM-512 keygen,ML-KEM-512 keygen,,52384.5000,119542.0000,,52277.5000,119542.0000,0.0000,52906.0000,119618.0000,5.0000,52773.7500,119612.0000,4.0000,52739.2500,119618.0000,5.0000,52921.0000,119612.0000,4.0000
ML-KEM-768 decaps,ML-KEM-768 decaps,,106648.5000,248675.0000,,107165.0000,248675.0000,0.0000,107434.0000,248712.0000,2.0000,106877.5000,248707.0000,1.0000,107618.5000,248712.0000,2.0000,106636.0000,248707.0000,1.0000
ML-KEM-768 encaps,ML-KEM-768 encaps,,90168.0000,211682.0000,,90898.0000,211682.0000,0.0000,91432.5000,211739.0000,4.0000,90719.0000,211738.0000,3.0000,91373.5000,211739.0000,4.0000,90632.0000,211738.0000,3.0000
ML-KEM-768 keygen,ML-KEM-768 keygen,,87628.0000,200192.5000,,87325.0000,200192.5000,0.0000,87878.5000,200268.5000,5.0000,88022.0000,200262.5000,4.0000,87751.0000,200268.5000,5.0000,87723.5000,200262.5000,4.0000
MLDSA44 keygen,MLDSA44 keygen,,207548.0000,484561.0000,,206490.0000,484561.0000,0.0000,206542.0000,484586.0000,6.0000,208477.0000,484644.0000,5.0000,206336.0000,484586.0000,6.0000,208210.0000,484644.0000,5.0000
MLDSA44 signing,MLDSA44 signing,,243544.0000,589230.0000,,244869.0000,589230.0000,0.0000,245423.0000,589290.0000,4.0000,245224.0000,589184.0000,3.0000,246230.0000,589290.0000,4.0000,245129.0000,589184.0000,3.0000
MLDSA44 verify,MLDSA44 verify,,190297.0000,450626.0000,,191172.0000,450626.0000,0.0000,192548.0000,450649.0000,2.0000,191460.0000,450644.0000,1.0000,190303.0000,450649.0000,2.0000,191735.0000,450644.0000,1.0000
MLDSA65 keygen,MLDSA65 keygen,,361043.0000,843523.0000,,362709.0000,843523.0000,0.0000,364228.0000,843720.0000,6.0000,361265.0000,843606.0000,5.0000,364234.0000,843720.0000,6.0000,361220.0000,843606.0000,5.0000
MLDSA65 signing,MLDSA65 signing,,819139.0000,1968287.0000,,818897.0000,1968287.0000,0.0000,821699.0000,1968347.0000,4.0000,820728.0000,1968521.0000,3.0000,821481.0000,1968347.0000,4.0000,820502.0000,1968521.0000,3.0000
MLDSA65 verify,MLDSA65 verify,,328851.0000,778977.0000,,331163.0000,778977.0000,0.0000,331287.0000,779000.0000,2.0000,328271.0000,779023.0000,1.0000,329774.0000,779000.0000,2.0000,328279.0000,779023.0000,1.0000
MLDSA87 keygen,MLDSA87 keygen,,619215.0000,1444746.0000,,619116.0000,1444746.0000,0.0000,618260.0000,1444835.0000,6.0000,618447.0000,1444837.0000,5.0000,618728.0000,1444835.0000,6.0000,617488.0000,1444837.0000,5.0000
MLDSA87 signing,MLDSA87 signing,,792914.0000,1882188.0000,,791110.0000,1882188.0000,0.0000,790826.0000,1882248.0000,4.0000,789031.0000,1882242.0000,3.0000,790303.0000,1882248.0000,4.0000,789141.0000,1882242.0000,3.0000
MLDSA87 verify,MLDSA87 verify,,578433.0000,1369076.0000,,583523.0000,1369076.0000,0.0000,582223.0000,1369099.0000,2.0000,579900.0000,1369094.0000,1.0000,581644.0000,1369099.0000,2.0000,580301.0000,1369094.0000,1.0000
RNG [1350 B],RNG,1350,3322.2603,5842.1096,,3391.7808,5842.1096,0.0000,3488.3151,5889.1096,4.0000,3471.6849,5874.1096,2.0000,3324.7260,5889.1096,4.0000,3412.6712,5874.1096,2.0000
RNG [16 B],RNG,16,1569.6651,2156.0383,,1637.0526,2156.0383,0.0000,1721.7321,2203.0383,4.0000,1717.8947,2192.0383,2.0000,1570.3732,2203.0383,4.0000,1668.8947,2192.0383,2.0000
RNG [16384 B],RNG,16384,22299.4444,46558.8889,,22399.6667,46558.8889,0.0000,22476.8889,46605.8889,4.0000,22446.1111,46586.8889,2.0000,22356.6667,46605.8889,4.0000,22414.1111,46586.8889,2.0000
RNG [256 B],RNG,256,1871.1358,2818.0494,,1944.8642,2818.0494,0.0000,2038.7160,2865.0494,4.0000,2027.1358,2850.0494,2.0000,1881.8025,2865.0494,4.0000,1977.6296,2850.0494,2.0000
RNG [8192 B],RNG,8192,11913.4706,24270.4706,,11993.0588,24270.4706,0.0000,12063.4706,24317.4706,4.0000,12045.6471,24302.4706,2.0000,11942.4706,24317.4706,4.0000,12014.9412,24302.4706,2.0000
RSA 2048 private key parse,RSA 2048 private key parse,,603333.0000,1469294.0000,,801127.0000,1469294.0000,0.0000,801088.0000,1469372.0000,6.0000,805441.0000,1469362.0000,4.0000,801414.0000,1469372.0000,6.0000,811025.0000,1469362.0000,4.0000
RSA 2048 signing,RSA 2048 signing,,3928992.0000,12183285.0000,,3993697.0000,12183285.0000,0.0000,3998688.0000,12183360.0000,5.0000,3992568.0000,12183355.0000,4.0000,4004287.0000,12183360.0000,5.0000,3990284.0000,12183355.0000,4.0000
RSA 2048 verify (fresh key),RSA 2048 verify (fresh key),,102465.0000,335725.0000,,101648.0000,335725.0000,0.0000,102691.0000,335865.0000,11.0000,104506.0000,335845.0000,7.0000,102398.0000,335865.0000,11.0000,104258.0000,335845.0000,7.0000
RSA 2048 verify (same key),RSA 2048 verify (same key),,93468.0000,315246.0000,,93598.0000,315246.0000,0.0000,94296.0000,315321.0000,5.0000,97218.0000,315316.0000,4.0000,95185.0000,315321.0000,5.0000,95881.0000,315316.0000,4.0000
RSA 3072 private key parse,RSA 3072 private key parse,,1166777.0000,2799433.0000,,1545576.0000,2799433.0000,0.0000,1545944.0000,2799511.0000,6.0000,1574414.0000,2799509.0000,4.0000,1545954.0000,2799511.0000,6.0000,1574303.0000,2799509.0000,4.0000
RSA 3072 signing,RSA 3072 signing,,16242716.0000,45293361.0000,,16051538.0000,45293361.0000,0.0000,16056397.0000,45293436.0000,5.0000,15995892.0000,45293431.0000,4.0000,16055837.0000,45293436.0000,5.0000,15995491.0000,45293431.0000,4.0000
RSA 3072 verify (fresh key),RSA 3072 verify (fresh key),,292864.0000,824511.0000,,287116.0000,824511.0000,0.0000,288239.0000,824651.0000,11.0000,290911.0000,824647.0000,7.0000,287935.0000,824651.0000,11.0000,290861.0000,824647.0000,7.0000
RSA 3072 verify (same key),RSA 3072 verify (same key),,277723.0000,787869.0000,,270911.0000,787869.0000,0.0000,271780.0000,787944.0000,5.0000,275826.0000,787939.0000,4.0000,271659.0000,787944.0000,5.0000,275703.0000,787939.0000,4.0000
RSA 4096 private key parse,RSA 4096 private key parse,,1922794.0000,4572313.0000,,2554342.0000,4572313.0000,0.0000,2092933.0000,4572391.0000,6.0000,2117403.0000,4572389.0000,4.0000,2092139.0000,4572391.0000,6.0000,2117227.0000,4572389.0000,4.0000
RSA 4096 signing,RSA 4096 signing,,24949066.0000,84875556.0000,,24914673.0000,84875556.0000,0.0000,24919116.0000,84875631.0000,5.0000,25061508.0000,84875626.0000,4.0000,24919143.0000,84875631.0000,5.0000,25061406.0000,84875626.0000,4.0000
RSA 4096 verify (fresh key),RSA 4096 verify (fresh key),,505288.0000,1426839.0000,,494521.0000,1426839.0000,0.0000,496012.0000,1426979.0000,11.0000,499596.0000,1426951.0000,7.0000,495736.0000,1426979.0000,11.0000,499501.0000,1426951.0000,7.0000
RSA 4096 verify (same key),RSA 4096 verify (same key),,480735.0000,1367724.0000,,469899.0000,1367724.0000,0.0000,471024.0000,1367799.0000,5.0000,476798.0000,1367794.0000,4.0000,471037.0000,1367799.0000,5.0000,476739.0000,1367794.0000,4.0000
RSA 8192 private key parse,RSA 8192 private key parse,,7041397.0000,15880909.0000,,8160552.0000,15880909.0000,0.0000,7607645.0000,15880987.0000,6.0000,7601641.0000,15880985.0000,4.0000,7549699.0000,15880987.0000,6.0000,7598879.0000,15880985.0000,4.0000
RSA 8192 signing,RSA 8192 signing,,265091616.0000,746787825.0000,,260751092.0000,746787825.0000,0.0000,260716011.0000,746787900.0000,5.0000,260256721.0000,746787895.0000,4.0000,260712148.0000,746787900.0000,5.0000,260276558.0000,746787895.0000,4.0000
RSA 8192 verify (fresh key),RSA 8192 verify (fresh key),,1916064.0000,5490354.0000,,1894117.0000,5490354.0000,0.0000,1891435.0000,5490494.0000,11.0000,1926033.0000,5490482.0000,7.0000,1902043.0000,5490494.0000,11.0000,1925766.0000,5490482.0000,7.0000
RSA 8192 verify (same key),RSA 8192 verify (same key),,1835229.0000,5288095.0000,,1813218.0000,5288095.0000,0.0000,1805104.0000,5288170.0000,5.0000,1839335.0000,5288165.0000,4.0000,1815329.0000,5288170.0000,5.0000,1839031.0000,5288165.0000,4.0000
SPAKE2 over Ed25519,SPAKE2 over Ed25519,,474497.0000,1116583.0000,,477166.0000,1116583.0000,0.0000,475829.0000,1116630.0000,4.0000,485944.0000,1116619.0000,2.0000,481148.0000,1116630.0000,4.0000,477916.0000,1116619.0000,2.0000
