rep,arm,total_s,raw_sign_s,secret_frac,checksum,probe_const_off,probe_const_on
27,pass_gated,3.453483,0.355299,10.2881,10527241102943389473,0.2236,0.8697
27,pass_clonegated,3.336942,0.315998,9.4697,10527241102943389473,0.2236,0.8697
27,baseline2,3.161911,0.288839,9.1350,10527241102943389473,0.2236,0.8697
27,baseline,3.169494,0.289378,9.1301,10527241102943389473,0.2236,0.8697
27,null,3.171080,0.289769,9.1379,10527241102943389473,0.2236,0.8697
27,always,3.247304,0.308268,9.4930,10527241102943389473,0.2236,0.8697
28,pass_hoist,3.527620,0.421129,11.9380,10527241102943389473,0.2253,0.8718
28,pass_clone,3.338719,0.318069,9.5267,10527241102943389473,0.2253,0.8718
28,pass_gated,3.469946,0.355476,10.2444,10527241102943389473,0.2253,0.8718
28,pass_clonegated,3.348983,0.315209,9.4121,10527241102943389473,0.2253,0.8718
28,baseline2,3.176914,0.290248,9.1362,10527241102943389473,0.2253,0.8718
28,baseline,3.182803,0.288480,9.0637,10527241102943389473,0.2253,0.8718
28,null,3.166492,0.289317,9.1368,10527241102943389473,0.2253,0.8718
28,always,3.237648,0.308707,9.5349,10527241102943389473,0.2253,0.8718
28,oracle,3.215824,0.307767,9.5704,10527241102943389473,0.2253,0.8718
29,pass_clone,3.335586,0.317608,9.5218,10527241102943389473,0.2228,0.8702
29,pass_gated,3.447600,0.355242,10.3040,10527241102943389473,0.2228,0.8702
29,pass_clonegated,3.357419,0.315538,9.3982,10527241102943389473,0.2228,0.8702
29,baseline2,3.167960,0.288710,9.1134,10527241102943389473,0.2228,0.8702
29,baseline,3.159127,0.289183,9.1539,10527241102943389473,0.2228,0.8702
29,null,3.170818,0.289389,9.1266,10527241102943389473,0.2228,0.8702
29,always,3.268976,0.308680,9.4427,10527241102943389473,0.2228,0.8702
29,oracle,3.239479,0.308584,9.5257,10527241102943389473,0.2228,0.8702
29,pass_hoist,3.521261,0.421321,11.9651,10527241102943389473,0.2228,0.8702
30,pass_gated,3.442648,0.355770,10.3342,10527241102943389473,0.2240,0.8696
30,pass_clonegated,3.323171,0.315161,9.4838,10527241102943389473,0.2240,0.8696
30,baseline2,3.183892,0.289925,9.1060,10527241102943389473,0.2240,0.8696
30,baseline,3.188242,0.289593,9.0831,10527241102943389473,0.2240,0.8696
30,null,3.176651,0.290248,9.1369,10527241102943389473,0.2240,0.8696
30,always,3.232572,0.308899,9.5558,10527241102943389473,0.2240,0.8696
30,oracle,3.215070,0.308424,9.5931,10527241102943389473,0.2240,0.8696
30,pass_hoist,3.542639,0.421394,11.8949,10527241102943389473,0.2240,0.8696
30,pass_clone,3.349669,0.317630,9.4824,10527241102943389473,0.2240,0.8696
31,pass_clonegated,3.347194,0.315452,9.4244,10527241102943389473,0.2269,0.8697
31,baseline2,3.177631,0.288697,9.0853,10527241102943389473,0.2269,0.8697
31,baseline,3.192258,0.289394,9.0655,10527241102943389473,0.2269,0.8697
31,null,3.197106,0.289486,9.0546,10527241102943389473,0.2269,0.8697
31,always,3.255631,0.309242,9.4987,10527241102943389473,0.2269,0.8697
31,oracle,3.229239,0.307852,9.5333,10527241102943389473,0.2269,0.8697
31,pass_hoist,3.529294,0.421897,11.9541,10527241102943389473,0.2269,0.8697
31,pass_clone,3.335224,0.317998,9.5345,10527241102943389473,0.2269,0.8697
31,pass_gated,3.482767,0.355525,10.2081,10527241102943389473,0.2269,0.8697
32,baseline2,3.164627,0.289917,9.1612,10527241102943389473,0.2236,0.8703
32,baseline,3.149893,0.288955,9.1735,10527241102943389473,0.2236,0.8703
32,null,3.175950,0.289425,9.1130,10527241102943389473,0.2236,0.8703
32,always,3.273856,0.308408,9.4203,10527241102943389473,0.2236,0.8703
32,oracle,3.226995,0.308477,9.5593,10527241102943389473,0.2236,0.8703
32,pass_hoist,3.537662,0.422173,11.9337,10527241102943389473,0.2236,0.8703
32,pass_clone,3.325039,0.318301,9.5729,10527241102943389473,0.2236,0.8703
32,pass_gated,3.454342,0.356184,10.3112,10527241102943389473,0.2236,0.8703
32,pass_clonegated,3.352255,0.315187,9.4022,10527241102943389473,0.2236,0.8703
33,baseline,3.143011,0.288454,9.1776,10527241102943389473,0.2272,0.8729
33,null,3.181395,0.289472,9.0989,10527241102943389473,0.2272,0.8729
33,always,3.246152,0.308496,9.5034,10527241102943389473,0.2272,0.8729
33,oracle,3.229280,0.307946,9.5361,10527241102943389473,0.2272,0.8729
33,pass_hoist,3.528455,0.421668,11.9505,10527241102943389473,0.2272,0.8729
33,pass_clone,3.319168,0.318421,9.5934,10527241102943389473,0.2272,0.8729
33,pass_gated,3.453812,0.355004,10.2786,10527241102943389473,0.2272,0.8729
33,pass_clonegated,3.334690,0.314882,9.4426,10527241102943389473,0.2272,0.8729
33,baseline2,3.164762,0.288839,9.1267,10527241102943389473,0.2272,0.8729
34,null,3.181601,0.289234,9.0908,10527241102943389473,0.2207,0.8701
34,always,3.251700,0.308680,9.4929,10527241102943389473,0.2207,0.8701
34,oracle,3.236990,0.308019,9.5156,10527241102943389473,0.2207,0.8701
34,pass_hoist,3.510617,0.417618,11.8958,10527241102943389473,0.2207,0.8701
34,pass_clone,3.367956,0.316868,9.4083,10527241102943389473,0.2207,0.8701
34,pass_gated,3.433923,0.353097,10.2826,10527241102943389473,0.2207,0.8701
34,pass_clonegated,3.354920,0.314850,9.3847,10527241102943389473,0.2207,0.8701
34,baseline2,3.146535,0.295311,9.3853,10527241102943389473,0.2207,0.8701
34,baseline,3.174316,0.288694,9.0947,10527241102943389473,0.2207,0.8701
35,always,3.268035,0.307905,9.4217,10527241102943389473,0.2188,0.8745
35,oracle,3.214990,0.306837,9.5440,10527241102943389473,0.2188,0.8745
35,pass_hoist,3.502774,0.415251,11.8549,10527241102943389473,0.2188,0.8745
35,pass_clone,3.316347,0.316447,9.5420,10527241102943389473,0.2188,0.8745
35,pass_gated,3.431533,0.351822,10.2526,10527241102943389473,0.2188,0.8745
35,pass_clonegated,3.350724,0.314568,9.3880,10527241102943389473,0.2188,0.8745
35,baseline2,3.166784,0.288329,9.1048,10527241102943389473,0.2188,0.8745
35,baseline,3.154054,0.288690,9.1530,10527241102943389473,0.2188,0.8745
35,null,3.150196,0.288770,9.1667,10527241102943389473,0.2188,0.8745
36,oracle,3.215706,0.306830,9.5416,10527241102943389473,0.2189,0.8691
36,pass_hoist,3.499692,0.414476,11.8432,10527241102943389473,0.2189,0.8691
36,pass_clone,3.339995,0.316173,9.4663,10527241102943389473,0.2189,0.8691
36,pass_gated,3.437683,0.352173,10.2445,10527241102943389473,0.2189,0.8691
36,pass_clonegated,3.327385,0.315126,9.4707,10527241102943389473,0.2189,0.8691
36,baseline2,3.155403,0.288429,9.1408,10527241102943389473,0.2189,0.8691
36,baseline,3.161779,0.290225,9.1792,10527241102943389473,0.2189,0.8691
36,null,3.158603,0.288444,9.1320,10527241102943389473,0.2189,0.8691
36,always,3.243822,0.306960,9.4629,10527241102943389473,0.2189,0.8691
37,pass_hoist,3.536879,0.412947,11.6755,10527241102943389473,0.2186,0.8707
37,pass_clone,3.316996,0.315777,9.5200,10527241102943389473,0.2186,0.8707
37,pass_gated,3.423718,0.351669,10.2716,10527241102943389473,0.2186,0.8707
37,pass_clonegated,3.331249,0.314414,9.4383,10527241102943389473,0.2186,0.8707
37,baseline2,3.170160,0.288092,9.0876,10527241102943389473,0.2186,0.8707
37,baseline,3.152177,0.288128,9.1406,10527241102943389473,0.2186,0.8707
37,null,3.171880,0.287788,9.0731,10527241102943389473,0.2186,0.8707
37,always,3.234509,0.307542,9.5082,10527241102943389473,0.2186,0.8707
37,oracle,3.212410,0.306147,9.5301,10527241102943389473,0.2186,0.8707
38,pass_clone,3.340615,0.315221,9.4360,10527241102943389473,0.2193,0.8701
38,pass_gated,3.428998,0.351467,10.2498,10527241102943389473,0.2193,0.8701
