benchmark,metric,arm,archive,rep,value,dit_exit
ditprobe,Perm,X,fine,18,653,
ditprobe,CoreMHz,X,fine,18,4601,
ditprobe,DitBit,X,fine,18,0,
ditprobe,Const,N,narrow,18,217,
ditprobe,Perm,N,narrow,18,653,
ditprobe,CoreMHz,N,narrow,18,4586,
ditprobe,DitBit,N,narrow,18,0,
ditprobe,Const,Z,nopsw,18,217,
ditprobe,Perm,Z,nopsw,18,652,
ditprobe,CoreMHz,Z,nopsw,18,4601,
ditprobe,DitBit,Z,nopsw,18,0,
ditprobe,Const,A,baseline,18,217,
ditprobe,Perm,A,baseline,18,652,
ditprobe,CoreMHz,A,baseline,18,4590,
ditprobe,DitBit,A,baseline,18,0,
ditprobe,Const,C,baseline,18,653,
ditprobe,Perm,C,baseline,18,652,
ditprobe,CoreMHz,C,baseline,18,4607,
ditprobe,DitBit,C,baseline,18,1,
ditprobe,Const,P,hardened,18,217,
ditprobe,Perm,P,hardened,18,652,
ditprobe,CoreMHz,P,hardened,18,4590,
ditprobe,DitBit,P,hardened,18,0,
ditprobe,Const,X,fine,19,217,
ditprobe,Perm,X,fine,19,652,
ditprobe,CoreMHz,X,fine,19,4590,
ditprobe,DitBit,X,fine,19,0,
ditprobe,Const,N,narrow,19,217,
ditprobe,Perm,N,narrow,19,653,
ditprobe,CoreMHz,N,narrow,19,4599,
ditprobe,DitBit,N,narrow,19,0,
ditprobe,Const,Z,nopsw,19,218,
ditprobe,Perm,Z,nopsw,19,653,
ditprobe,CoreMHz,Z,nopsw,19,4606,
ditprobe,DitBit,Z,nopsw,19,0,
ditprobe,Const,A,baseline,19,217,
ditprobe,Perm,A,baseline,19,652,
ditprobe,CoreMHz,A,baseline,19,4485,
ditprobe,DitBit,A,baseline,19,0,
ditprobe,Const,C,baseline,19,707,
ditprobe,Perm,C,baseline,19,706,
ditprobe,CoreMHz,C,baseline,19,4248,
ditprobe,DitBit,C,baseline,19,1,
ditprobe,Const,P,hardened,19,235,
ditprobe,Perm,P,hardened,19,706,
ditprobe,CoreMHz,P,hardened,19,4246,
ditprobe,DitBit,P,hardened,19,0,
ditprobe,Const,F,func,19,237,
ditprobe,Perm,F,func,19,707,
ditprobe,CoreMHz,F,func,19,4246,
ditprobe,DitBit,F,func,19,0,
ditprobe,Const,N,narrow,20,234,
ditprobe,Perm,N,narrow,20,690,
ditprobe,CoreMHz,N,narrow,20,4303,
ditprobe,DitBit,N,narrow,20,0,
ditprobe,Const,Z,nopsw,20,228,
ditprobe,Perm,Z,nopsw,20,693,
ditprobe,CoreMHz,Z,nopsw,20,4486,
ditprobe,DitBit,Z,nopsw,20,0,
ditprobe,Const,A,baseline,20,232,
ditprobe,Perm,A,baseline,20,702,
ditprobe,CoreMHz,A,baseline,20,4292,
ditprobe,DitBit,A,baseline,20,0,
ditprobe,Const,C,baseline,20,698,
ditprobe,Perm,C,baseline,20,694,
ditprobe,CoreMHz,C,baseline,20,4512,
ditprobe,DitBit,C,baseline,20,1,
ditprobe,Const,P,hardened,20,230,
ditprobe,Perm,P,hardened,20,679,
ditprobe,CoreMHz,P,hardened,20,4304,
ditprobe,DitBit,P,hardened,20,0,
ditprobe,Const,F,func,20,228,
ditprobe,Perm,F,func,20,695,
ditprobe,CoreMHz,F,func,20,4290,
ditprobe,DitBit,F,func,20,0,
ditprobe,Const,X,fine,20,228,
ditprobe,Perm,X,fine,20,696,
ditprobe,CoreMHz,X,fine,20,4281,
ditprobe,DitBit,X,fine,20,0,
ditprobe,Const,Z,nopsw,21,233,
ditprobe,Perm,Z,nopsw,21,687,
ditprobe,CoreMHz,Z,nopsw,21,4285,
ditprobe,DitBit,Z,nopsw,21,0,
ditprobe,Const,A,baseline,21,234,
ditprobe,Perm,A,baseline,21,705,
ditprobe,CoreMHz,A,baseline,21,4267,
ditprobe,DitBit,A,baseline,21,0,
ditprobe,Const,C,baseline,21,697,
ditprobe,Perm,C,baseline,21,687,
ditprobe,CoreMHz,C,baseline,21,4588,
ditprobe,DitBit,C,baseline,21,1,
ditprobe,Const,P,hardened,21,218,
ditprobe,Perm,P,hardened,21,654,
ditprobe,CoreMHz,P,hardened,21,4586,
ditprobe,DitBit,P,hardened,21,0,
ditprobe,Const,F,func,21,217,
ditprobe,Perm,F,func,21,656,
ditprobe,CoreMHz,F,func,21,4586,
ditprobe,DitBit,F,func,21,0,
ditprobe,Const,X,fine,21,218,
ditprobe,Perm,X,fine,21,669,
ditprobe,CoreMHz,X,fine,21,4537,
ditprobe,DitBit,X,fine,21,0,
ditprobe,Const,N,narrow,21,218,
ditprobe,Perm,N,narrow,21,657,
ditprobe,CoreMHz,N,narrow,21,4602,
ditprobe,DitBit,N,narrow,21,0,
ditprobe,Const,A,baseline,22,217,
ditprobe,Perm,A,baseline,22,656,
ditprobe,CoreMHz,A,baseline,22,4581,
ditprobe,DitBit,A,baseline,22,0,
ditprobe,Const,C,baseline,22,653,
ditprobe,Perm,C,baseline,22,653,
ditprobe,CoreMHz,C,baseline,22,4602,
ditprobe,DitBit,C,baseline,22,1,
ditprobe,Const,P,hardened,22,218,
ditprobe,Perm,P,hardened,22,653,
ditprobe,CoreMHz,P,hardened,22,4586,
ditprobe,DitBit,P,hardened,22,0,
ditprobe,Const,F,func,22,217,
ditprobe,Perm,F,func,22,653,
ditprobe,CoreMHz,F,func,22,4575,
ditprobe,DitBit,F,func,22,0,
ditprobe,Const,X,fine,22,217,
ditprobe,Perm,X,fine,22,652,
ditprobe,CoreMHz,X,fine,22,4595,
ditprobe,DitBit,X,fine,22,0,
ditprobe,Const,N,narrow,22,217,
ditprobe,Perm,N,narrow,22,652,
ditprobe,CoreMHz,N,narrow,22,4591,
ditprobe,DitBit,N,narrow,22,0,
ditprobe,Const,Z,nopsw,22,217,
ditprobe,Perm,Z,nopsw,22,652,
ditprobe,CoreMHz,Z,nopsw,22,4593,
ditprobe,DitBit,Z,nopsw,22,0,
ditprobe,Const,C,baseline,23,653,
ditprobe,Perm,C,baseline,23,651,
ditprobe,CoreMHz,C,baseline,23,4604,
ditprobe,DitBit,C,baseline,23,1,
ditprobe,Const,P,hardened,23,217,
ditprobe,Perm,P,hardened,23,652,
ditprobe,CoreMHz,P,hardened,23,4602,
ditprobe,DitBit,P,hardened,23,0,
ditprobe,Const,F,func,23,217,
ditprobe,Perm,F,func,23,653,
ditprobe,CoreMHz,F,func,23,4591,
ditprobe,DitBit,F,func,23,0,
ditprobe,Const,X,fine,23,217,
ditprobe,Perm,X,fine,23,652,
ditprobe,CoreMHz,X,fine,23,4578,
ditprobe,DitBit,X,fine,23,0,
ditprobe,Const,N,narrow,23,217,
ditprobe,Perm,N,narrow,23,656,
